0,WN,0.0
1,B6,-8.0
2,F9,-8.0
3,G4,-8.0
4,UA,-7.0
5,AA,-7.0
6,EV,-7.0
7,YV,-7.0
8,OH,-7.0
9,HA,-7.0
10,AS,-7.0
11,NK,-6.0
12,DL,-6.0
13,OO,-6.0
14,MQ,-6.0
15,YX,-6.0
16,9E,-6.0
