0,MDW,1.0
1,BWI,0.0
2,DEN,-9.0
3,EWR,-8.0
4,LAS,-8.0
5,BNA,-8.0
6,PHX,-8.0
7,SFO,-8.0
8,FLL,-8.0
9,LAX,-8.0
10,MCO,-8.0
11,DCA,-7.0
12,LGA,-7.0
13,BOS,-7.0
14,SEA,-7.0
15,CLT,-7.0
16,MIA,-7.0
17,TPA,-7.0
18,DFW,-7.0
19,ORD,-7.0
20,SAN,-7.0
21,JFK,-7.0
22,PHL,-7.0
23,IAH,-6.0
24,ATL,-6.0
25,DTW,-6.0
26,SLC,-6.0
27,MSP,-5.0
