0,EWR,17.895
1,LGA,14.579
2,ORD,14.249
3,BOS,13.804
4,FLL,13.76
5,MCO,13.523
6,DEN,13.332
7,SFO,13.301
8,MDW,13.092
9,DFW,12.756
10,JFK,12.466
11,IAH,12.399
12,BNA,10.909
13,BWI,10.764
14,MIA,10.573
15,CLT,10.564
16,TPA,10.517
17,DCA,10.454
18,LAS,10.307
19,PHL,10.172
20,DTW,10.165
21,LAX,10.09
22,PHX,9.658
23,MSP,9.397
24,ATL,8.763
25,SEA,8.083
26,SAN,7.961
27,SLC,7.394
